店舗ID,店舗名,メインジャンル,サブジャンル,キャッチコピー,概要,住所,緯度,経度,電話番号,公式ホームページ,画像1,画像2
193,イタリアンレストラン FUCA,イタリアン,洋食,お家でお店の味を！,基本的に冷凍状態でのお渡しです。当日でなくても好きな時に、お家でお店の味を味わうことができます。レンジで温めるだけなので簡単にお店の味を再現できます！解凍された状態がよい場合は前日までの予約でOK。お家でお店の味をたのしんで！,愛知県豊橋市駅前大通 1-27-5,34.763662,137.385099,(0520)54-6602,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/g6gUMX.jpg,
194,パン屋 ブーランジェリー あめみ,パン,,すべて、自家製天然酵母パンです,サンドイッチやピザもご用意しております。ご来店までにお電話を頂くと、商品をすぐにお渡し出来ますので、お気軽にお問合せ下さい。（コロナ対策のためパンはすべて個包装しております。）,愛知県豊橋市東幸町字長山 62,34.735939,137.412102,(0520)39-5883,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/HxgPvv.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/d3OYp4.jpg
195,ベトナムレストラン フォードラゴン,各国料理（エスニック）,,人気のフォーや春巻きバンチュがおすすめ,豊橋ではあまりないベトナム料理が堪能できます。人気のフォーチキンはこだわりのスープと麺の相性が抜群です。TAKE OUTで是非！！,愛知県豊橋市花中町 10,34.754083,137.385341,(0520)31-3181,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/2sSeyF.jpg,
196,ふく専門店 福べ,和食,和・洋菓子、スイーツ,とらふくでとろとろぷりんをつくりました,お電話にて御希望をお問合せ下さい。,愛知県豊橋市松葉町 2-35-1 一、福ビル3F,34.766267,137.384147,(0520)39-3181,http://www.fugu-fukube.jp,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/d7wUNi.jpg,
197,関西風地焼専門店 炭焼うなぎと旬菜 藤城,和食,,三河一色産炭焼鰻重、お持ち帰り弁当！,"三河一色産うなぎ1本と、お米は豊橋産女神のほほえみを使用し、今だけ税込2,800円で販売します（7月～8月は税込3000円）。うなぎを食べて強い体を！ぜひ体力をつけて下さい。お気軽にお電話下さいませ。",愛知県豊橋市東小浜町 112,34.741882,137.375316,(0520)45-5570,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/E9rYUX.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/ZM9ibE.jpg
198,ブラジリアーナピザ,洋食,,お家でオリジナルブラジリアンピザを楽しめます,当店では、1から生地を作り、オリジナルブラジリアンピザを作っております。デリバリーは店から6km以内まで可能。20:00までは店内でのお召し上がりも可能です。配達、持ち帰りも通常通り行っております。,愛知県豊橋市春日町 2-3-1 ムラタビル101,34.759734,137.416843,(0520)39-4300,http://brasiliana.jp,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/BSUMtl.jpg,
199,Brooklyn,ハンバーガー・サンドイッチ,,人気のバーガー、フィッシュ＆チップスなどをご家庭で。,メニューの全てをテイクアウト可能。人気No.1のブルックリンバーガー他7種のバーガー、フィッシュ＆チップス、チキンフィンガー、バッファローチキン、サラダ各種、フライドポテト、オニオンリング、など。電話予約ならお待たせしません。,愛知県豊橋市広小路 1-4 （ときわアーケード内）,34.764646,137.383485,(0520)26-6111,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/mYoIQ4.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/LvtOXP.png
200,ITALIANA pecoruso,惣菜・オードブル・お弁当,イタリアン,ボリューミーで美味しいお肉のお弁当を是非！,新鮮な野菜＆お肉をたっぷり使用したお弁当はいかがでしょうか！？出来立てパニーニもメニューに仲間入り。オードブルや、お酒に合うおつまみセットなどもご用意あります！すべて前日までの事前予約になります。お気軽にどうぞ。,愛知県豊橋市潮崎町 85 リッショーマンションA,34.742709,137.370702,(0520)22-8673,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/taU9lD.jpg,
201,ベルブレッド,洋食,パン,魚介類たっぷり♪ガーリックチャーハン,大ぶりシーフードがたっぷりのガーリック炒飯やパエリアなど味にこだわったお弁当を各種1日20食限定で販売。サンドやプチパンが入ったランチボックスもおススメです。,愛知県豊橋市曙町南松原 133-1,34.7253,137.403062,0120-014-815,https://r.goope.jp/bellbread/menu/c666098,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/zZb90s.jpg,
202,ポカラ 豊橋岩田店,インド・カレー,各国料理（エスニック）,美味しい焼き立てナン＆本格カレーのお店！お電話注文でご希望の時間にお作りします,テイクアウトはお電話注文でご希望の時間にお作りします！レストランの奥深い本格カレーをご家庭でお楽しみください。,愛知県豊橋市平川本町 1-16-8,34.761322,137.425372,(0520)64‐2312,http://www.pokhara-group.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/KmYF3k.png,
203,ポカラ 豊橋駅前店,インド・カレー,各国料理（エスニック）,美味しい焼き立てナン＆本格カレーのお店！お電話注文でご希望の時間にお作りします,テイクアウトはお電話注文でご希望の時間にお作りします！レストランの奥深い本格カレーをご家庭でお楽しみください。,愛知県豊橋市萱町 20-10,34.765079,137.385481,(0520)56‐2711,http://www.pokhara-group.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/xnpBaf.png,
204,ポカラ 豊橋佐藤店,インド・カレー,各国料理（エスニック）,美味しい焼き立てナン＆本格カレーのお店！お電話注文でご希望の時間にお作りします,テイクアウトはお電話注文でご希望の時間にお作りします！レストランの奥深い本格カレーをご家庭でお楽しみください。,愛知県豊橋市佐藤 1-14-16 花ヶ崎ガーデンプレイス1F,34.746242,137.404058,(0520)66-5533,http://www.pokhara-group.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/qI2nDb.png,
205,Espana Bar Boqueria,各国料理（エスニック）,,本格スペイン料理をご家庭で！,魚介の旨みが染み込んだ絶品パエリアや、素材の味を楽しめるスペイン風ピザ、濃厚な味わいの上質な生ハムなどご家庭でスペイン料理を味わえます。人気メニューのタパス（小皿料理）もテイクアウト可能。前日までの要予約。,愛知県豊橋市広小路 1-36,34.76414,137.384231,050-3820-9810,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/3683la.jpg,
206,香熟食パン 穂のか,パン,,しっとりもっちり、こだわりの食パン専門店です,上品な甘みと深いコクの「ミルクバター食パン」、小麦本来の甘みと香りが引き出された「ナチュラル食パン」、レーズンの甘みと酸味が絶妙な「究極のぶどうパン」をご用意致しております。生産数に限りがございます。お気軽に店舗までお問合せください。,愛知県豊橋市曙町字南松原 9-1,34.730153,137.400857,(0520)38-5771,http://www.k-honoka.jp/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/C2d0pb.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/KeiMOd.jpg
207,たこ焼きbar POLPO,たこ焼き・お好み焼き,,出汁の旨みが広がるとろふわたこ焼き,ご注文を頂いてから作り始めるので、少々お時間を頂きます。お電話でのご注文も可能なのでお気軽にご連絡下さい！,愛知県豊橋市松葉町 2-42,34.766325,137.384361,(0520)52-6007,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/t6sZyh.jpg,
208,ボンとらや&とよはし最強ランチ宅配デリバリー,和・洋菓子、スイーツ,,地元名店のおうちごはん+スイーツをお届けします,ボンとらやが地元名店4店舗8種類のランチとピレーネを890円均一セット。ピレーネ、どらやき、お誕生日ケーキもお届けし、接触最小限、暑さ対策にも対応。宅配専用サイトよりご注文をお願い致します。（前日14:00までのご予約で翌日配達）,愛知県豊橋市羽田町 66,34.764016,137.377945,(0520)31-6116,https://bondeli.shop-pro.jp/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/0NkJnn.jpg,
209,あったかキッチン まあるいおさら,惣菜・オードブル・お弁当,,本物の食材で美味しくおうちで団らん♪,フードオアシスあつみこだわりの食材・調味料を使った直営レストランのお料理をご自宅でお楽しみ頂けます！テイクアウトはお電話でも承りますので出来立てをお持ち帰り頂けます。日替わりは魚・肉メインの2種ご用意。内容は店舗までお問合わせ下さい。,愛知県豊橋市山田三番町 66,34.740723,137.399102,(0520)37-1177,https://www.foodoasis.jp/maaruiosara/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/EJ3Mcv.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/34A90E.png
211,Dinner's Dining Marché,創作・ダイニング,,季節の食材を盛り込んだMarcheのテイクアウト！,旬鮮食材を使った創作料理のテイクアウトを開始！！赤ワイン、香草、野菜の旨みが溶け込むデミグラスソースで仕上げた「牛肉のデミグラスソース煮」や、絶品「ハモン・イベリコ（生ハム）」はオススメ。前日までの要予約。,愛知県豊橋市松葉町 2-16,34.765786,137.383486,050-3820-9811,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/7V3yIP.jpg,
212,丸よ,和食,,老舗の鰻料理をご家庭で,"創業140余年の老舗の鰻料理をお持ち帰り頂けます。鰻のお弁当2,100円～。鰻の蒲焼きのみのお持ち帰りも出来ます。当日予約可。",愛知県豊橋市札木町 50,34.766805,137.389708,(0520)52-4987,http://www.maruyo-gr.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/wJhoI3.jpg,
213,名物水炊き 鶏焼肉 三河赤鶏 おいでん,居酒屋,焼鳥・串焼き,自宅でお手軽にお店の味を,鶏の旨味たっぷりの濃厚白濁スープの名物水炊きを自宅でご賞味下さい。店頭にてご注文も可能ですが、来店前に電話予約でスムーズにご用意できます。一日で用意できる数に限りがありますのでお問い合わせください。,愛知県豊橋市駅前大通 1-4,34.763556,137.383841,(0520)52-8866,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/v7ryVj.jpg,
214,300gバベットステーキon the board Mu【ミュウ】豊橋,焼肉・ステーキ,創作・ダイニング,当日15:00まで予約可能！,"肉盛りセット（300gバベットステーキと500g BBQポーク、ガーリックトースト付き）5,000円税別。おつまみセット（生ハム、ボローニャハム、チーズ、ガーリック枝豆）2,000円税別。サラダ500円税別。",愛知県豊橋市松葉町 1-25,34.765397,137.383673,(0520)56-5660,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/wW41cC.jpg,
215,milks toyohashi,和・洋菓子、スイーツ,,台湾直送本格生タピオカドリンクといちご飴専門店,台湾直送本格生タピオカドリンクと、地元直送摘みたて『いちご飴』が一緒に楽しめる、日本で唯一のSWEETS & CAFE STAND -milks toyohashi-です。,愛知県豊橋市駅前大通 2-71 大豊ビルD-2,34.761716,137.386016,(0520)56-6000,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/3A3QQW.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/DRUcyj.png
216,タレが違う焼き鳥屋 むさし,焼鳥・串焼き,,生産者支援の焼鳥は10本ごとにオマケ付き,修業先から受け継いだ門外不出の継ぎ足し歴12年目のタレで焼き上げた「むさしのやきとり」は、コロナの影響で行き場のない鶏肉を使用して鶏肉加工業者と精肉店を支援しています。,愛知県豊橋市駅前大通 1-55 ココラフロント1F,34.762056,137.383846,(0520)52-1710,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/2wQZmI.jpg,
217,無名coffee stand,カフェ・喫茶店,,挽きたて淹れたてのドリップコーヒーをテイクアウト,店内に入らず外の窓口からご購入いただけます。,愛知県豊橋市駅前大通 3-118,34.761856,137.389626,080-3061-6408,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/YKJLi9.jpg,
218,タコス酒場 メキシポン,各国料理（エスニック）,,TACOSを手巻き感覚でお家で作りませんか？,自宅にてできたて本場のタコスを堪能して頂けます。お持ち帰りのみでTACOSキット（5枚分）を販売。タコスキットのメニューがインスタに載っていますので是非ご覧ください。ご不明な点はお気軽にお問い合わせ下さい。さあ、家でタコスを食べよう！,愛知県豊橋市花田一番町 189,34.763744,137.380212,(0520)75-8393,http://www.mexipon-web.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/Pzv1pB.jpg,
219,メリケン 豊橋店,ハンバーガー・サンドイッチ,イタリアン,おうちでメリケン！名物ロテチキンやもちもちピザ！,"名物ロテチキン（1羽）1,690円、メリケンタコス500円、フライドチキンバーガー600円、牛肉100％メリケンチーズバーガー700円、ピザ12種類500～700円などをご用意。その他のメニュー詳細は、店舗WEBサイトからご覧頂けます。",愛知県豊橋市駅前大通 1-27-3,34.763777,137.385091,(0520)54-1089,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/A321U5.jpg,
220,MERCY'S CAFE 向山店,カフェ・喫茶店,ハンバーガー・サンドイッチ,向山店人気のパスタやハンバーガーをご家庭で,"向山店で提供しているパスタ、ハンバーガー等が、今だけドリンクorサラダが付いて700円～テイクアウト可能になりました。メニューはインスタグラムにて掲載中。当日は店頭もしくはお電話でご注文して頂けます。

テイクアウトメニューはインスタグラム@mercys_cafeにて掲載しております。店頭でのご注文も可能ですが、事前にご予約いただくとスムーズにお渡しができます。今だけドリンクorサラダを無料サービス中！簡易ドライブスルー（駐車場受け渡しサービス）も是非ご活用下さい。←HP又はインスタグラムに詳細あり",愛知県豊橋市向山町字塚南 28-5,34.75548,137.398758,(0520)56-4602,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/FqPJPC.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/OVukRb.png
221,MERCY'S CAFE 佐藤本店,カフェ・喫茶店,ハンバーガー・サンドイッチ,簡易ドライブスルー始めました！,サンドウィッチ、ピタパン、ピザが730円～テイクアウト可能です。また、各店簡易ドライブスルー（駐車場受け渡しサービス）を始めました。詳細とメニューはインスタグラムにて掲載しております。,愛知県豊橋市佐藤町 4-39-8,34.740847,137.410035,(0520)66-5401,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/90LoYM.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/WbJJUp.png
222,モツ鍋 い子い,和食,,九州の名物かき氷「白くま」！3～10月限定,こだわりの純氷を細かく削り、ふわふわ食感を実現！！自家製練乳・フレッシュフルーツがたっぷり乗ったかき氷です。大人気のもつ鍋を自宅で味わえるテイクアウトも好評発売中です。,愛知県豊橋市中浜町 28,34.741678,137.371935,(0520)37-3343,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/KYx3Y4.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/SfKX2L.png
223,インド・ネパール料理 モティマハール,インド・カレー,,人気のチーズナンがお家で楽しめます。,本場インドネーパール料理がお家で楽しめちゃいます。全25種類のナンが人気で、チーズナンやハニーチーズナン、最近始めた抹茶ナンもおすすめです。,愛知県豊橋市花中町 10,34.754068,137.385417,(0520)31-3181,https://motimahalu.wixsite.com/mysite,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/SQu39u.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/EL3BWf.png
224,やきとり横綱 本店,焼鳥・串焼き,和食,豊橋市牛川にある串焼き・鶏料理の専門店です,豊橋の鶏料理は横綱で決まり！！半世紀以上、地元で愛され続けた味。メニュー表にあるものは飲物以外テイクアウト頂けます。青陵街道「牛川町」信号交差点コスモガソリンスタンドのお向かいです。※お気軽に電話予約ください。,愛知県豊橋市牛川通 2-4-11,34.778627,137.417911,(0520)53-7417,https://yokozuna-honten.jimdosite.com,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/I8skX4.jpg,
225,焼肉はなだ,焼肉・ステーキ,,はなだの味をそのままに、おうち焼肉いかがですか？,"店内のほとんどのお品がテイクアウトできます。また、はなだおうち焼肉セット（3～4名様用）5,940円など、お持ち帰り専用のお得なセットメニューも新登場！カルビ丼やビビンバなどのお弁当もお作りできますのでお問い合わせください。",愛知県豊橋市つつじが丘 2-7-27,34.747008,137.396272,(0520)61-8877,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/Rox3NX.jpg,
226,お食事・宴処 やまに会館,和食,惣菜・オードブル・お弁当,大海老フライ弁当や鰻弁当など、職人の味をご家庭で！,やまに会館では圧巻のボリューム「大海老フライ弁当」や厳選された素材で作られた各種弁当のほか、パーティーオードブル、慶事・祝事・法事などの仕出し弁当まで幅広いラインナップを取り揃えております。,愛知県豊橋市東脇 3-14-6,34.754191,137.368223,(0520)31-0956,http://takeout.kora.co.jp/yamani/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/EDQ8AV.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/EqlpgV.jpg
227,しゃぶしゃぶ らく楽,和食,,出来立てをすぐにお持ち帰り頂けます。,ご注文は、お電話、店頭にて承ります。その他ご予算等ご要望がございましたらお気軽にご相談ください。（おかずだけ、オードブル、懐石料理折り、ステーキ弁当、すき焼き弁当等）,愛知県豊橋市花園町 12,34.7656,137.3873,(0520)52-6276,http://www.raku-coty.co.jp/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/PzJWkW.jpg,
228,LATERRE TOYOHASHI,カフェ・喫茶店,ハンバーガー・サンドイッチ,お店の味をご家庭でも！！！,"テイクアウトは11:00～18:00まで承ります。デリバリーは11:00～14:00の間、3,000円以上お買い上げ頂いた場合に、片道15分以内の距離で可能です。また、ドリンクと一緒にご購入頂くとドリンク代は半額にさせて頂きます！",愛知県豊橋市豊栄町字東 298-1,34.70363,137.435268,090-5005-3622,https://laterre-k.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/nj7YnZ.jpg,
229,中国料理 里弄,中華,,リーロンのお料理をお家でいかがですか？,"単品メニューやオススメのお料理。台湾弁当は3種類1,000円～。おまかせのお弁当は1,500円（2名様からの予約）。今後はオードブルもご用意致します。「中国料理 里弄」のフェイスブックで、随時更新しますのでご覧下さい。",愛知県豊橋市井原町 87-6,34.767352,137.422852,(0520)63-6025,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/mgflC4.jpg,
230,RIPONTE,イタリアン,,おうちで本格生パスタ,生麺付で自宅で当店自慢のパスタの味が楽しめます！パスタ以外にもピザ、アヒージョ、バーニャカウダーなどお持ち帰り可能です。（当日予約可）,愛知県豊橋市牛川通 1-19-1,34.777228,137.421862,(0520)75-7372,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/rwTbQb.jpg,
231,焼肉 凛檎や,焼肉・ステーキ,,当店人気の厳選肉をオン・ザ・ライスでお気軽に！,当店人気のオン・ザ・ライスをご飯の上にのせてお気軽にご自宅でお楽しみください。ガーリック醤油バターや焼きすき（すき焼き風味）2つの味でお試しください。お気軽にお問合せを。,愛知県豊橋市小松町 168-1,34.740386,137.392156,(0520)48-8484,https://ringoya-gginternational.gorp.jp/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/F6Fyel.jpg,
232,レストラン オフロード,創作・ダイニング,,老舗の味をご家庭に,「ストウブ」の豊橋牛とコラボしました。前日19:00までに要予約で、20食を限定販売致します。受け渡し時間は17:00～19:00、ご予約はストウブのみにて受け付けております。ちょっと特別な日にもおすすめです。,愛知県豊橋市多米中町 2-3-9,34.762179,137.448096,(0520)63-2237,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/mIrmKw.jpg,
233,食堂 和食よしば,和食,寿司,テイクアウトのお弁当を始めました！,お店の味をご家庭でご賞味ください！お電話での注文時にお名前と受け取りのお時間をお知らせください。ランチのお弁当注文時間は9:00～11:00（受取り11:30～13:30）、ディナーの注文時間は16:30～19:00（受取り17:00～20:00）,愛知県豊橋市八町通 5-138,34.769263,137.400447,(0520)53-1423,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/GijWmK.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/e1u8iZ.jpg
234,創作美味 わっぽい,和食,,こだわりのお店ごはんをご自宅で！お弁当あります！,自慢のだし巻き玉子から皇帝海老のエビマヨなど、こだわりの食材、料理の数々をご自宅で。単品おかずからお弁当、オードブルセット（要予約）などもご用意しております。当日もOKですがご予約注文を頂けるとスムーズにお渡し可能です。,愛知県豊橋市広小路 2-2,34.764352,137.38587,(0520)56-7688,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/pE3ctf.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/kvVcLw.jpg
235,創作和風料理 和の膳,和食,,和の膳はご家庭のお食事のお手伝いをします！,お持ち帰り弁当はHPに掲載しております。当日でも大丈夫です。おうちでお店の味をお楽しみください。,愛知県豊橋市磯辺下地字下地 45,34.719578,137.366952,(0520)45-7377,https://www.wanozen.net,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/zdnW4O.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/WYwUH8.jpg
236,和の膳おざき,和食,,お店の味をご家庭で、当日注文OKです,"1,900円のお弁当、1,500円のお弁当、900円の日替わりお弁当が用意できます。一点からの注文OKです。栄養バランスの取れた美味しくてヘルシーな和のお弁当をご自宅でお楽しみください。",愛知県豊橋市飯村北 3-12-5,34.747015,137.42557,(0520)64-7789,https://www.wanozen.net/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/BqZKAt.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/1maiKP.jpg
237,和風レストラン 芳賀,和食,,お弁当、定食のテイクアウト,写真の「幕ノ内弁当」の他に「ヒレカツ定食」など、定食もテイクアウト可能です。内容の変更等ご要望がございましたらお伝えください。お待たせしないお電話での注文がオススメです。,愛知県豊橋市堂坂町 51,34.750568,137.377628,(0520)45-5155,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/434Q2c.jpg,
238,有限会社 まんてん．,惣菜・オードブル・お弁当,,学校給食向けに製造した無添加食材販売！,新型コロナウィルスの影響で学校給食がキャンセルになり、冷凍食品が在庫になっております。,愛知県豊橋市神野新田町字ヲノ割 40-1,34.7380763,137.3415156,(0520)33-2461,https://manten-ff.com,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/Y8IJJC.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/gcEH03.jpg
239,旬肴地酒 寅八,和食,,おうちで寅八♬美味しい魚をご自宅で！,自宅でなかなか調理できない魚料理を気軽にテイクアウト。お刺身たっぷり乗った「ばらちらし」、香ばしく、ふんわり「穴子箱めし」、旬な肴を乗せ、海苔にもこだわった「肴たっぷり海苔弁当」、寅八の真骨頂「本日はあら炊き」など、揃えております。,愛知県豊橋市広小路 2-37,34.763775,137.386306,(0520)56-8388,http://www.torahachi.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/9JT3vw.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/o3Zp20.png
240,うなぎ 百万石,居酒屋,各国料理（エスニック）,備長炭で焼いた鰻がお得な値段で♪,人気の唐揚げ弁当をはじめ、鰻丼、タイカレー、パッタイ、ローストビーフ丼などテイクアウトできます。,愛知県豊橋市花田一番町 184,34.7624833,137.380344,(0520)31-0408,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/y6aMKy.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/IRefS8.jpg
241,酒の森田屋,居酒屋,,こだわりのワインや日本酒をご自宅で！,お好みの味わいや食事に合わせたワインを、ソムリエが相談に乗って選ばせて頂きます。,愛知県豊橋市東脇 3-1-17,34.755718,137.370667,(0520)31-6556,http://moritaya-hp.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/2I83pK.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/DZznUm.jpg
242,ディー・ゲート,居酒屋,,お試しやレア物をご自宅で！プレゼントにも是非(^^),《飲んでみたいけど1本買って好みじゃなかったら》《普段飲めない高級なウイスキーを奥様や恋人と》《手に入らないウイスキーをプレゼントに》等々少しでも楽しんで頂けたらと思います。,愛知県豊橋市広小路 3-53,34.763931,137.387663,090-7300-5170,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/aephz0.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/mwfvtG.jpg
244,ナザレうどん,うどん・そば,,出前、お持ち帰り、やっとります！,近隣エリアには既存の出前メニューで出前いたします。お持ち帰りは使い捨て容器、おかもちでのお持ち帰り、両方出来ます。駐車場で、お車の中で召し上がっていただき、容器の回収もいたします。少し離れた状態での商品、お金の受け渡しも対応いたします。お問い合わせ下さいませ。,愛知県豊橋市仲ノ町 80-1,34.758275,137.413584,(0520)61-0530,https://nazareudon.jimdofree.com/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/hltmtn.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/Z6hON6.png
247,八剣伝 豊橋広小路店,居酒屋,焼鳥・串焼き,本格　出来立て炭火焼きをお得にお持ち帰り！！,今だけ表示価格の10％OFFで販売しています。事前にお電話にてご注文頂ければ待たずにお渡しできます。※表示価格は税抜きとなっています。,愛知県豊橋市広小路 1-45-2 後藤ビル1F,34.763891,137.384165,(0520)57-1368,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/bUFWCS.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/HAMAJF.jpg
248,Fond BROWN（フォン ブラウン）,洋食,,1.FondBROWN特製！多彩な肉冷菜たっぷりのオードブルプレート 2.サンドウィッチ＋スープ＋コーヒーのランチセット,"当店のテイクアウトは、外でそのまま食べられる前菜盛合せから、ご自宅で温めて召し上がれるショートコース詰合せ（3,500円・1人前〜）もございます。他にも食べるシーンに応じて内容やお値段のご相談承ります。出張料理もできますよ！",愛知県豊橋市大橋通 1-89-2 NTビル1F（右側）,34.764476,137.382609,(0520)54-3490,http://fondbrown14.wixsite.com/home,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/2eBZJu.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/Kb8yTl.png
249,中国料理 金来,中華,,お店の味をご自宅で！お弁当各種類ご予約OK！！,お電話、来店でのご注文受け付けます！,愛知県豊橋市大村町字大賀里 83,34.788171,137.388641,080-3689-3116,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/iTAVof.png,
250,オレンジガーデン,フレンチ,,牛すじトマトパスタ、ローストビーフなどがテイクアウトできます！,お昼のテイクアウトを再開しました！当店のメイン商品であるイチボ肉のローストビーフ丼の販売やオードブルの注文販売をしています。,愛知県豊橋市大橋通 2-126,34.766014,137.38265,(0520)53-7700,https://orangegarden-toyohashi.owst.jp/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/28tWBa.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/YI7Uy7.jpg
252,さかなやらーめん,ラーメン,,お持ち帰り油そば、濃厚豚骨まぜそば！,お店の人気メニューをご自宅で！,愛知県豊橋市東脇 4-1-31,34.752778,137.365365,(0520)33-2688,http://ameblo.jp/sakanayaramen/,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/w6xgw6.jpg,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/fYVyM6.jpg
253,志の島,和食,,テイクアウトやってますよ！！,一色産の鰻を食べると元気がでますよ。元気をだして頑張っていきましょう。,愛知県豊橋市西小鷹野 3-12-3,34.773926,137.427601,(0520)69-5335,,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/GJJmu8.png,https://mi.temirin.jp/data/contentset/tmp//F/3F/assets/spot/m3Urhc.png
